,函數,參數0,參數1,參數2,參數3,參數4,參數5,參數6,參數7,參數8,參數9,參數10,參數11,參數12
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a2-1-1,,,,,,,,1,,,,,
0,說話,"""政大""","""樂""","""線性""",0.25,568,,,1,"""「正確，就是獅鷲。」""",,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-2""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a2-1-2,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「應該是獅鷲才對哦……」""",,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-2""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-2,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「獅鷲……是指奇幻風遊戲裡，矮人騎著在天上飛那種？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「""+MEM[""姓""]+""同學，你遊戲玩太多了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「獅鷲又稱為鷹頭獅，是一種存在於希臘傳說中的生物。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「雖然我們的運動隊伍都是以『雄鷹』來稱呼這種吉祥物，不過其實是獅鷲唷。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「在網路傳播之下，似乎很自然地被人們當成了能夠代表我的吉祥物。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「所以說呢？獅鷲跟企劃書之間到底有什麼關係？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「……我想應該要從故事裡的敘述來看吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""獅鷲看見了天降的藏寶圖之後，頭想要到海的另一邊，於是就和身體起了爭執。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""你們會在接下來的目的地裡，找到失落寶物的下個線索……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""藏寶圖……失落的寶物……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「對了！照故事裡的說法，藏寶圖應該還在原來的籠子裡吧？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「既然獅鷲的身體是獅子，那麼『聖誕怪盜』應該是把接下來的提示放在獅籠裡頭。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「很有可能喔！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「居然藏在動物園裡面，可惡～～這個『聖誕怪盜』真會折騰人！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「……有可能就這樣順利拿回企劃書嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-3""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-3,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""動物園入口""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""懷著忐忑的心情走出捷運站，我們總算是來到了木柵動物園。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""由於是週末假日，此時動物園的門口早已擠滿了遊客。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「快快快！你們兩個快點快點！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""輔仁不知為何，像個小孩子般興奮地大叫大嚷著。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""旁邊有幾個小孩正盯著輔仁看。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""喔不，被媽媽拉著說「不要亂看奇怪的人」了！輔仁快停下！""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「距離閉園時間的五點，只剩下三小時左右囉。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「哇哇！我們快點進去！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""好在現在能刷悠遊卡就可以入園，不必再花時間排隊買票。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""進到園區內，輔仁像是解除了某種限制器，拉著我到處亂轉。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「啊！有草泥馬！還有那隻是驢子嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「牠好像想咬我的袖子！差一點沒咬到，哈哈！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「喂喂喂，輔仁！我們不是應該先去調查獅籠嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「啊……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""聽了我的話後，輔仁才終於恢復冷靜。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""羞""","""線性""",0.75,568,,,1,"""「對，對……那就先去找獅籠吧。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「真是的，簡直就像是家長帶小孩出外郊遊一樣。」""",,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-4""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-4,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""動物園""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""穿過層層人群，我們好不容易趕到了獅子飼養區前方。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""有幾頭母獅正不停地來回走動，似乎是對圍觀人群的喧鬧感到不安。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唔唔……似乎看不到長得像企劃書的物體。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「怎麼會，難道是猜錯了嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「或許是被『聖誕怪盜』藏在比較隱密的角落也不一定。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「可惡，既然都來到這裡了……」""",,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,旁白,,"""說完，輔仁無懼於走光的風險，伸腿跨過圍牆。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「等等，輔仁妳想幹麻？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「直接進去裡面找比較快啦！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「別鬧了，裡面有好幾隻獅子耶！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「現在才不是考慮那種小事的時候！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「而且爬牆是高中生的專利！大學生就給我大搖大擺直接走出去啦！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「這算哪門子的吐槽啊，我又不是大學生！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「據稱在非洲，每天都有一個人被獅子咬死。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「驚！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「好像快到餵飼料的時間囉。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「嗚嗚……牠、牠們被人飼養久了，看起來乖乖的，應該還好……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「哎呀，等到妳要被咬時，難道妳要對牠們傳教、勸導向善嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「總覺得聽起來好像似曾相識……新聞好像報導過……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""嗶嗶－－""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""驚""",,,,,,,,,,,
0,表情,"""輔仁""","""驚""",,,,,,,,,,,
0,旁白,"""管理員""","""「那邊的遊客！請不要跨越圍牆！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「糟糕！管理員來了，我們快跑！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-5""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-5,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""涼亭""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""費盡力氣擺脫追趕而來的管理員，我們躲到園區的一處涼亭裡稍作休息。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「呼呼、呼呼……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「哈啊、哈啊……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「哎呀哎呀。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「搞什麼，結果到最後還是沒辦法找到獅籠裡的線索……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「而且為什麼我得背著政大跑呢！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「別再抱怨了，輔仁。我是體質纖弱的嬌柔少女，沒辦法負荷高強度的劇烈運動。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「更何況還是輔仁自發性跑來背我的。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""羞""","""線性""",0.75,568,,,1,"""「這、這是，身體不由自主就……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「總之企劃書的下落斷了，現在該怎麼辦？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「不，應該反過來想，或許只是我們繞了遠路。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「什麼意思？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「請試著回想『聖誕怪盜』的行動，思考他的動機。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「如果想要妨礙聖誕舞會舉行，偷走企劃書確實是個辦法……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「但是，根本不需要再大費周章地跑到動物園裡留下線索。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唔……這也許是某種『怪盜的浪漫』？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「若真是如此，那麼更不會放在獅籠裡了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「要讓解謎的人承擔受傷的風險，似乎有違怪盜之名。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「更重要的是，籠子究竟在哪兒？」""",,,,
wait,,,,,,,,,,,,,,
0,表情,"""輔仁""","""驚""",,,,,,,,,,,
0,旁白,"MEM[""名""]","""「啊！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我完全沒察覺。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""木柵動物園裡，根本就不存在關著獅子的「鐵籠」！""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""或許是為了不讓動物感到焦慮，園內的野生動物大多都生活在半開放的空間裡。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""獅群也不例外，都是放養在有圍牆和壕溝隔開的人工小島中央。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「難道我們的思考方向，從一開始就完全錯誤了嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「這下豈不是得從頭找起了？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""天色漸漸變得昏暗，閉園的時間也在逐步逼近。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「……看來，只能尋求其他民眾的幫助。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「其他民眾？怎麼做？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「前往遊客服務中心廣播，說有隻獅子玩偶掉在籠子裡了，希望有人能幫忙尋找。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「獅子……玩偶？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""對啊，還有這種可能！""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""應該反過來想，獅子未必就是真的獅子。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""畢竟故事裡的獅子也不是真獅子，而是沒有頭的獅鷲。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「唔～～所以才會採用廣播的方式，請遊園的民眾協助尋找符合條件的籠子嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""樂""","""線性""",0.25,568,,,1,"""「沒錯，輔仁。這方面我可也是經驗豐富呢？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「我只是一時之間沒想到而已！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「妳們到底在說什麼啊？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「""+MEM[""暱稱""]+""你不知道嗎？政大跟我一樣，也有個自己的廣播電台。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""政大也有廣播電台？會是哪個呢？""",,,,,,,,,,,
0,選項,"""政大交響樂團""","""執行函數包""","""[['前往章節','a2-6-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q6']]""",,,,,,,,,,
0,選項,"""政大之眼""","""執行函數包""","""[['前往章節','a2-6-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q6']]""",,,,,,,,,,
0,選項,"""政大娛樂""","""執行函數包""","""[['前往章節','a2-6-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q6']]""",,,,,,,,,,
0,選項,"""政大之聲""","""執行函數包""","""[['前往章節','a2-6-1'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',1],['儲存選項記錄','q6']]""",,,,,,,,,,
wait,"""choose""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a2-6-1,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「對啦對啦！就叫『政大之聲』！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「我要特別強調，『Ｏ大之聲』當中的王者，可是我輔仁唷！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「爭這種頭銜有意義嗎……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-7""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a2-6-2,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「……是『政大之聲』。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「先前台藝大沒說過，我有個叫『輔仁之聲』的知名電台嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「我沒注意聽，抱歉！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-7""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,
tag,c2-7,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「現在時間也不早了，我們趕緊出發吧。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「嗯！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「快點結束啦～～還沒完成這裡的場勘耶。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「不久前妳明明還很興致高昂，怎麼轉眼間又變得毫無耐性了……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""於是，我們立即趕往遊客服務中心。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-8""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-8,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""服務中心""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""廣播播出後，將近四點左右，一對年輕情侶帶著獅子玩偶和一封信出現了。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""根據他們的描述，獅子的玩偶就擺在示意動物遭到人類捕捉囚禁的鐵籠裡面。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「沒想到還真的是正確答案啊……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「竟然放在特殊展區，難怪我們怎麼找都找不著。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「那麼，就來看看信的內容吧。」""",,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""我立即拆開信，信上寫著：""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「和身體分離後，怪獸的頭部變成了一隻鳥兒。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「鳥兒在天空中自在翱翔，呼吸新鮮的空氣，享受著自由的美好。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「對岸有太多新奇好玩的事物，讓牠流連忘返。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「不知玩了多久，鳥兒終於累了，想要找些東西來吃。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「牠看見附近的樹上長了許多鮮艷的果子，急忙飛過去品嚐。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「奇怪，鷲應該是肉食性的吧？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「別太鑽牛角尖比較好喔，""+MEM[""姓""]+""同學。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「咦，怎麼回事？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「鳥兒驚訝地發現，不管牠怎麼吃，始終都沒有填飽肚子的感覺。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「原來，怪獸是用頭部進食，然後靠身體吸收營養的。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「由於擁有巨大且尖銳的喙，怪獸得以輕易撕裂獵物的肌肉，分割成細小的碎塊，再透過身體的胃進行消化……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""平""","""線性""",0.75,568,,,1,"""「總覺得這邊的敘述方式，有點像是出自陽明的手筆耶……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「真的，好囉唆的感覺。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「陽明？難道是在說那個感覺神經兮兮的眼鏡哥？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「之前想要從台藝大手裡把我搶去，卻被悽慘地開通後庭的那個雙面眼鏡哥？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"""輔仁&政大""","""「沒錯，就是他。」""",,,,,,,,,,,
0,表情,"""政大""","""哀""",,,,,,,,,,,
0,表情,"""輔仁""","""哀""",,,,,,,,,,,
0,角色彩度,"""輔仁""",100,100,100,,,,,,,,,
0,角色彩度,"""政大""",100,100,100,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""嗯……不予置評。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-9""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-9,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""「該怎麼辦才好呢？鳥兒焦急地在空中盤旋，卻想不到可以撫平腹中飢餓的方法。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「於是，鳥兒只好折返小島，回去原來的那個牢籠。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「鳥兒驚訝地發現，牠的身體也已經奄奄一息。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「畢竟沒有了頭部提供食物，身體只能慢慢地等待死亡來臨。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「鳥兒心痛地說：『哎呀！看我都做了什麼好事？』」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「『自以為聰明，沒想到最後受害的還是自己。』」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「『身體啊！是我的錯，我這就回來。』」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""驚""",,,,,,,,,,,
0,表情,"""輔仁""","""驚""",,,,,,,,,,,
0,旁白,,"""「『由我來組成頭部！超絕合體！』」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""突然冒出一句完全破壞氣氛的動畫哏是怎樣啦！""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""「鳥兒趕緊和身體重新融為一體，然後拼命地找出附近的食物來吃。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「很快地，牠又回到從前那隻健康的怪獸了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「這次，頭部將會和身體齊心合作，一起努力找出逃離牢籠、飛向大海的方法。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唔……雖然感覺蠻亂七八糟的，但是是個還算不差的故事呢。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「是呀。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「無法否認耶……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""但是，總覺得有種刻意感。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""難道「聖誕怪盜」想要透過這個故事，表達出某種弦外之音嗎？""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-10""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-10,,,,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「對了，""+MEM[""姓""]+""同學。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「叫我嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「不知你是否瞭解我政大……最初存在的意義為何？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「突然拋了個難題給我啊。」""",,,,,,,,,,,
